order_id,customer_id,customer_segment,product_name,category,price,quantity,total_amount,sale_date,rating
ORD_000044,615,Regular,Smart TV,Eletrônicos,2873.85,5,14369.25,2023-05-24,4.0
ORD_000045,1638,Premium,Romance,Livros,19.83,5,99.14999999999999,2024-03-13,4.0
ORD_000046,452,Premium,Laptop,Eletrônicos,2669.26,5,13346.300000000001,2023-03-27,4.4
ORD_000047,1723,Regular,Creme,Beleza,195.39,5,976.9499999999999,2024-07-22,4.0
ORD_000048,1701,Regular,Sofá,Casa,1088.8,5,5444.0,2024-12-21,3.1
ORD_000049,1167,Regular,Romance,Livros,55.26,2,110.52,2024-05-15,4.5
ORD_000050,1184,Regular,Bola de Futebol,Esportes,65.06,2,130.12,2024-04-22,3.8
ORD_000051,45,Premium,Sofá,Casa,1876.89,1,1876.89,2024-06-19,4.3
ORD_000052,377,Premium,Luminária,Casa,1735.67,3,5207.01,2024-06-04,3.7
ORD_000053,813,Premium,Calça Jeans,Roupas,137.97,2,275.94,2024-05-09,3.8
ORD_000054,1478,Básico,Shampoo,Beleza,164.25,3,492.75,2023-01-17,3.9
ORD_000055,1341,Básico,Calça Jeans,Roupas,93.86,2,187.72,2023-05-29,4.4
ORD_000056,636,Premium,Perfume,Beleza,24.34,4,97.36,2024-08-01,3.8
ORD_000057,384,Premium,Sofá,Casa,1394.14,1,1394.14,2024-07-13,4.5
ORD_000058,1717,Básico,Shampoo,Beleza,113.52,4,454.08,2023-07-31,3.9
ORD_000059,291,Regular,Maquiagem,Beleza,186.4,3,559.2,2023-02-20,4.7
ORD_000060,1812,Básico,Vestido,Roupas,290.31,5,1451.55,2023-05-17,4.7
ORD_000061,230,Regular,Bola de Futebol,Esportes,197.12,3,591.36,2023-11-22,4.9
ORD_000062,296,Regular,Creme,Beleza,149.85,4,599.4,2023-10-31,3.8
ORD_000063,1248,Regular,Fone de Ouvido,Eletrônicos,1918.37,3,5755.11,2023-03-19,4.3
ORD_000064,1666,Premium,Sofá,Casa,1377.1,3,4131.299999999999,2024-07-20,4.1
ORD_000065,402,Regular,Tênis,Roupas,292.86,2,585.72,2023-02-09,4.5
ORD_000066,1166,Básico,Tablet,Eletrônicos,688.5,5,3442.5,2024-01-28,4.8
ORD_000067,1284,Premium,Laptop,Eletrônicos,456.2,5,2281.0,2023-03-19,4.8
ORD_000068,803,Básico,Infantil,Livros,55.7,3,167.10000000000002,2024-01-28,5.0
ORD_000069,926,Premium,Tablet,Eletrônicos,1199.13,4,4796.52,2023-01-20,3.2
ORD_000070,411,Premium,Romance,Livros,22.68,4,90.72,2024-11-20,4.7
ORD_000071,498,Básico,Equipamento Gym,Esportes,58.64,4,234.56,2024-05-05,4.7
ORD_000072,1647,Premium,Calça Jeans,Roupas,175.78,4,703.12,2023-05-12,4.5
ORD_000073,416,Premium,Cadeira,Casa,1989.07,4,7956.28,2024-11-12,4.8
ORD_000074,495,Regular,Cadeira,Casa,1707.55,1,1707.55,2024-06-11,3.7
ORD_000075,1003,Premium,Bicicleta,Esportes,125.73,4,502.92,2023-01-22,4.5
ORD_000076,675,Regular,Perfume,Beleza,172.35,1,172.35,2024-02-11,4.4
ORD_000077,1702,Regular,Calça Jeans,Roupas,87.63,3,262.89,2023-10-12,3.0
ORD_000078,680,Premium,Creme,Beleza,190.8,4,763.2,2023-06-27,4.0
ORD_000079,1376,Básico,Técnico,Livros,74.47,1,74.47,2023-03-09,3.4
ORD_000080,1405,Regular,Fone de Ouvido,Eletrônicos,1598.74,2,3197.48,2024-02-29,4.8
ORD_000081,1274,Premium,Tablet,Eletrônicos,466.04,4,1864.16,2024-02-11,3.5
ORD_000082,313,Regular,Laptop,Eletrônicos,2884.1,4,11536.4,2023-08-15,4.3
ORD_000083,1045,Regular,Mesa,Casa,1265.8,2,2531.6,2023-12-19,4.7
ORD_000084,1883,Regular,Protetor Solar,Beleza,175.81,4,703.24,2024-07-23,3.6
ORD_000085,525,Regular,Jaqueta,Roupas,260.21,2,520.42,2024-05-21,4.1
ORD_000086,1340,Regular,Equipamento Gym,Esportes,192.74,3,578.22,2024-06-30,3.8
ORD_000087,475,Regular,Mesa,Casa,772.84,2,1545.68,2023-10-07,4.9
ORD_000088,363,Premium,Tablet,Eletrônicos,884.49,1,884.49,2024-03-28,3.5
ORD_000089,477,Premium,Tênis,Roupas,232.41,3,697.23,2024-12-09,4.9
ORD_000090,978,Básico,Fone de Ouvido,Eletrônicos,1422.34,1,1422.34,2024-11-12,3.6
ORD_000091,698,Regular,Equipamento Gym,Esportes,260.24,5,1301.2,2024-11-03,4.8
ORD_000092,315,Premium,Smartphone,Eletrônicos,1172.59,1,1172.59,2024-07-20,4.5
ORD_000093,73,Básico,Smartphone,Eletrônicos,426.38,1,426.38,2023-12-09,3.7
ORD_000094,1157,Básico,Romance,Livros,30.69,3,92.07000000000001,2024-01-03,3.2
ORD_000095,728,Básico,Sofá,Casa,955.27,2,1910.54,2024-11-17,3.5
ORD_000096,1229,Básico,Bola de Futebol,Esportes,442.73,3,1328.19,2023-12-18,3.2
ORD_000097,1923,Regular,Creme,Beleza,142.2,1,142.2,2023-09-29,4.4
ORD_000098,108,Regular,Protetor Solar,Beleza,177.35,2,354.7,2023-06-21,4.1
ORD_000099,1273,Premium,Tablet,Eletrônicos,232.8,4,931.2,2024-09-01,4.6
ORD_000100,1874,Regular,Mesa,Casa,469.68,3,1409.04,2024-12-04,3.9
ORD_000101,897,Premium,Bicicleta,Esportes,164.12,2,328.24,2024-01-27,5.0
ORD_000102,1798,Regular,Creme,Beleza,107.43,1,107.43,2023-04-22,4.0
ORD_000103,657,Regular,Cadeira,Casa,129.07,3,387.21,2023-12-08,4.5
ORD_000104,1679,Básico,Tablet,Eletrônicos,2833.38,1,2833.38,2023-05-07,3.5
ORD_000105,1876,Básico,Perfume,Beleza,100.17,1,100.17,2024-04-04,3.5
ORD_000106,1847,Regular,Biografia,Livros,30.86,2,61.72,2024-07-13,4.9
ORD_000107,295,Premium,Raquete,Esportes,490.85,1,490.85,2023-10-09,4.0
ORD_000108,1878,Premium,Técnico,Livros,52.66,5,263.29999999999995,2023-11-06,4.8
ORD_000109,1781,Premium,Cadeira,Casa,1307.87,4,5231.48,2024-10-16,4.0
ORD_000110,865,Regular,Cadeira,Casa,1530.3,4,6121.2,2024-06-26,3.0
ORD_000111,563,Regular,Bola de Futebol,Esportes,146.14,4,584.56,2023-01-10,4.2
ORD_000112,1801,Regular,Infantil,Livros,45.13,4,180.52,2023-08-17,3.8
ORD_000113,1032,Básico,Shampoo,Beleza,114.47,5,572.35,2023-08-25,3.4
ORD_000114,232,Básico,Ficção Científica,Livros,59.5,2,119.0,2023-12-21,3.6
ORD_000115,52,Básico,Tênis Esportivo,Esportes,381.62,4,1526.48,2024-01-06,4.9
ORD_000116,832,Regular,Tênis Esportivo,Esportes,122.84,5,614.2,2023-09-23,3.8
ORD_000117,275,Premium,Romance,Livros,33.98,4,135.92,2024-08-05,3.2
ORD_000118,802,Regular,Perfume,Beleza,85.26,1,85.26,2024-06-07,3.8
ORD_000119,354,Regular,Tablet,Eletrônicos,2055.47,4,8221.88,2024-07-13,3.7
ORD_000120,200,Básico,Biografia,Livros,67.18,3,201.54000000000002,2024-08-29,4.2
ORD_000121,208,Regular,Biografia,Livros,67.26,2,134.52,2023-06-11,4.7
ORD_000122,304,Regular,Bola de Futebol,Esportes,473.42,4,1893.68,2024-12-06,3.5
ORD_000123,112,Básico,Romance,Livros,50.12,2,100.24,2023-10-08,4.9
ORD_000124,1673,Regular,Smartphone,Eletrônicos,2192.0,5,10960.0,2023-05-24,3.4
ORD_000125,406,Básico,Tablet,Eletrônicos,2793.26,3,8379.78,2023-05-01,3.9
ORD_000126,55,Premium,Bicicleta,Esportes,412.43,5,2062.15,2023-11-06,4.7
ORD_000127,531,Regular,Ficção Científica,Livros,22.04,1,22.04,2024-10-22,3.2
ORD_000128,1946,Regular,Tablet,Eletrônicos,2197.63,4,8790.52,2023-10-20,3.3
ORD_000129,1166,Básico,Raquete,Esportes,409.19,2,818.38,2023-05-19,3.8
ORD_000130,658,Regular,Romance,Livros,72.15,1,72.15,2024-06-27,3.1
ORD_000131,1271,Regular,Infantil,Livros,41.88,2,83.76,2023-05-27,4.4
ORD_000132,74,Básico,Bola de Futebol,Esportes,167.83,4,671.32,2024-01-23,3.2
ORD_000133,1187,Regular,Smart TV,Eletrônicos,2731.78,3,8195.34,2024-06-06,4.0
ORD_000134,1912,Básico,Laptop,Eletrônicos,2031.91,4,8127.64,2024-11-26,4.5
ORD_000135,522,Regular,Fone de Ouvido,Eletrônicos,1964.95,4,7859.8,2024-11-26,4.8
ORD_000136,1232,Premium,Fone de Ouvido,Eletrônicos,2672.12,3,8016.36,2024-07-15,3.6
ORD_000137,1421,Regular,Bola de Futebol,Esportes,214.56,4,858.24,2024-03-15,3.6
ORD_000138,1401,Regular,Protetor Solar,Beleza,96.86,4,387.44,2023-10-26,3.3
ORD_000139,790,Básico,Infantil,Livros,64.97,2,129.94,2023-07-30,3.3
ORD_000140,1472,Básico,Raquete,Esportes,123.67,2,247.34,2023-08-12,4.1
ORD_000141,1337,Regular,Cadeira,Casa,671.53,2,1343.06,2024-10-13,4.1
ORD_000142,1042,Básico,Laptop,Eletrônicos,2169.65,1,2169.65,2023-10-11,4.8
ORD_000143,1093,Básico,Bola de Futebol,Esportes,412.24,1,412.24,2024-09-30,3.2
ORD_000144,327,Regular,Tênis Esportivo,Esportes,288.85,1,288.85,2024-10-26,3.4
ORD_000145,1304,Regular,Tablet,Eletrônicos,1134.25,5,5671.25,2023-08-18,5.0
ORD_000146,385,Regular,Jaqueta,Roupas,142.15,3,426.45000000000005,2023-04-06,4.3
ORD_000147,1141,Premium,Ficção Científica,Livros,31.66,1,31.66,2024-06-22,4.9
ORD_000148,186,Regular,Vestido,Roupas,151.24,5,756.2,2024-08-10,3.9
ORD_000149,1803,Premium,Sofá,Casa,648.04,2,1296.08,2024-08-05,3.8
ORD_000150,1091,Regular,Tênis Esportivo,Esportes,286.54,3,859.6200000000001,2024-04-14,4.5
ORD_000151,1363,Regular,Sofá,Casa,1365.76,2,2731.52,2023-04-12,3.5
ORD_000152,583,Premium,Sofá,Casa,1510.97,2,3021.94,2023-08-16,4.6
ORD_000153,1435,Regular,Técnico,Livros,67.82,1,67.82,2023-11-28,3.4
ORD_000154,808,Básico,Jaqueta,Roupas,56.05,1,56.05,2023-08-31,4.4
ORD_000155,299,Regular,Smartphone,Eletrônicos,1938.92,5,9694.6,2023-04-11,3.0
ORD_000156,652,Regular,Laptop,Eletrônicos,1928.28,1,1928.28,2024-06-10,3.3
ORD_000157,967,Premium,Sofá,Casa,1395.77,3,4187.3099999999995,2023-01-16,3.4
ORD_000158,300,Regular,Luminária,Casa,492.23,5,2461.15,2024-05-22,5.0
ORD_000159,1504,Regular,Bicicleta,Esportes,177.8,3,533.4000000000001,2024-04-27,4.3
ORD_000160,993,Regular,Mesa,Casa,1266.4,4,5065.6,2024-04-07,4.6
ORD_000161,1989,Regular,Smart TV,Eletrônicos,2788.7,4,11154.8,2024-11-12,4.6
ORD_000162,1529,Premium,Smart TV,Eletrônicos,878.33,4,3513.32,2024-12-05,4.5
ORD_000163,1015,Regular,Camiseta,Roupas,231.85,1,231.85,2024-11-11,4.0
ORD_000164,1576,Premium,Bicicleta,Esportes,191.32,4,765.28,2023-04-04,4.2
ORD_000165,747,Premium,Tênis,Roupas,270.78,1,270.78,2024-05-12,3.1
ORD_000166,189,Básico,Maquiagem,Beleza,109.84,3,329.52,2023-03-10,4.0
ORD_000167,1584,Premium,Infantil,Livros,71.6,1,71.6,2023-07-06,3.7
ORD_000168,1545,Básico,Mesa,Casa,809.77,1,809.77,2024-12-30,4.9
ORD_000169,346,Básico,Infantil,Livros,79.17,3,237.51,2024-12-21,3.7
ORD_000170,1623,Básico,Protetor Solar,Beleza,163.18,5,815.9000000000001,2023-02-24,3.3
ORD_000171,1092,Regular,Calça Jeans,Roupas,40.06,1,40.06,2023-09-17,3.7
ORD_000172,1673,Premium,Bola de Futebol,Esportes,359.76,3,1079.28,2024-05-09,4.6
ORD_000173,8,Premium,Vestido,Roupas,216.93,5,1084.65,2024-04-24,4.4
ORD_000174,1001,Básico,Romance,Livros,62.77,3,188.31,2024-09-26,4.0
ORD_000175,1412,Regular,Raquete,Esportes,467.86,2,935.72,2023-06-16,4.7
ORD_000176,467,Regular,Smart TV,Eletrônicos,1773.18,1,1773.18,2023-11-30,3.6
ORD_000177,1764,Premium,Camiseta,Roupas,80.9,3,242.70000000000002,2023-12-21,4.3
ORD_000178,1016,Básico,Tênis,Roupas,174.54,5,872.6999999999999,2023-06-29,3.5
ORD_000179,653,Básico,Creme,Beleza,112.27,5,561.35,2024-05-30,4.5
ORD_000180,1042,Básico,Creme,Beleza,197.39,2,394.78,2024-04-07,5.0
ORD_000181,1338,Regular,Shampoo,Beleza,193.61,4,774.44,2023-02-24,3.3
ORD_000182,578,Premium,Biografia,Livros,56.69,3,170.07,2024-08-18,4.4
ORD_000183,1326,Básico,Tênis,Roupas,186.16,3,558.48,2023-02-01,4.3
ORD_000184,1967,Premium,Sofá,Casa,1529.32,5,7646.599999999999,2023-07-30,3.4
ORD_000185,569,Básico,Camiseta,Roupas,246.52,1,246.52,2024-07-25,4.7
ORD_000186,218,Básico,Maquiagem,Beleza,176.93,1,176.93,2023-12-04,3.2
ORD_000187,894,Premium,Tênis,Roupas,54.64,3,163.92000000000002,2024-12-23,4.6
ORD_000188,1310,Regular,Smartphone,Eletrônicos,585.71,2,1171.42,2024-04-02,3.9
ORD_000189,1056,Regular,Vestido,Roupas,262.59,1,262.59,2023-10-02,4.9
ORD_000190,1949,Regular,Técnico,Livros,41.26,1,41.26,2024-08-21,4.9
ORD_000191,727,Regular,Shampoo,Beleza,30.51,3,91.53,2024-05-20,3.3
ORD_000192,1541,Regular,Bicicleta,Esportes,434.32,3,1302.96,2023-11-17,3.1
ORD_000193,965,Básico,Smart TV,Eletrônicos,2450.38,4,9801.52,2024-01-18,3.9
ORD_000194,494,Básico,Técnico,Livros,78.57,5,392.84999999999997,2023-07-19,3.3
ORD_000195,774,Básico,Shampoo,Beleza,190.3,1,190.3,2023-09-20,3.3
ORD_000196,633,Regular,Camiseta,Roupas,240.49,2,480.98,2024-05-05,3.4
ORD_000197,750,Premium,Tênis Esportivo,Esportes,138.88,1,138.88,2023-10-13,4.1
ORD_000198,978,Básico,Sofá,Casa,525.16,1,525.16,2024-12-16,4.6
ORD_000199,344,Premium,Maquiagem,Beleza,177.32,2,354.64,2024-07-19,3.2
ORD_000200,1021,Premium,Tênis Esportivo,Esportes,226.27,1,226.27,2024-02-23,4.3
ORD_000201,1919,Básico,Laptop,Eletrônicos,1559.72,1,1559.72,2024-03-26,3.6
ORD_000202,5,Básico,Ficção Científica,Livros,15.93,1,15.93,2024-10-31,3.5
ORD_000203,928,Premium,Smartphone,Eletrônicos,1935.96,2,3871.92,2023-09-28,3.3
ORD_000204,1644,Básico,Fone de Ouvido,Eletrônicos,1647.17,4,6588.68,2023-11-07,3.9
ORD_000205,1155,Básico,Técnico,Livros,71.85,4,287.4,2023-08-21,3.3
ORD_000206,240,Premium,Mesa,Casa,889.91,4,3559.64,2023-11-24,3.5
ORD_000207,1919,Premium,Tênis,Roupas,169.0,4,676.0,2023-11-13,4.1
ORD_000208,1525,Regular,Smartphone,Eletrônicos,741.29,2,1482.58,2024-05-21,3.5
ORD_000209,1131,Básico,Mesa,Casa,1517.73,3,4553.1900000000005,2024-07-28,3.0
ORD_000210,1799,Premium,Técnico,Livros,74.47,1,74.47,2023-08-22,5.0
ORD_000211,1015,Regular,Romance,Livros,50.92,4,203.68,2023-04-25,4.6
ORD_000212,1419,Premium,Infantil,Livros,78.23,1,78.23,2023-07-07,4.0
ORD_000213,563,Regular,Shampoo,Beleza,176.12,4,704.48,2023-10-28,4.6
ORD_000214,1175,Regular,Luminária,Casa,1926.69,4,7706.76,2024-02-22,4.4
ORD_000215,539,Premium,Smartphone,Eletrônicos,892.94,4,3571.76,2023-06-04,3.3
ORD_000216,280,Regular,Mesa,Casa,1049.09,5,5245.45,2023-09-05,3.4
ORD_000217,1622,Premium,Romance,Livros,20.94,5,104.7,2023-10-30,4.8
ORD_000218,1968,Regular,Calça Jeans,Roupas,256.69,1,256.69,2024-03-27,4.2
ORD_000219,1984,Premium,Cadeira,Casa,119.52,3,358.56,2023-07-25,4.7
ORD_000220,1201,Premium,Protetor Solar,Beleza,24.75,2,49.5,2023-01-14,4.4
ORD_000221,841,Básico,Luminária,Casa,1264.05,5,6320.25,2023-08-16,4.7
ORD_000222,1207,Premium,Tapete,Casa,804.65,4,3218.6,2024-12-20,3.3
ORD_000223,1154,Premium,Infantil,Livros,51.44,1,51.44,2024-09-07,3.2
ORD_000224,1155,Regular,Tablet,Eletrônicos,2611.75,4,10447.0,2024-10-03,3.1
ORD_000225,1331,Premium,Mesa,Casa,1469.62,2,2939.24,2024-09-25,4.4
ORD_000226,1731,Básico,Bola de Futebol,Esportes,76.86,2,153.72,2024-10-06,3.7
ORD_000227,718,Premium,Luminária,Casa,1712.29,5,8561.45,2024-08-30,4.1
ORD_000228,71,Premium,Tênis,Roupas,267.19,4,1068.76,2024-03-13,3.9
ORD_000229,1428,Regular,Romance,Livros,15.01,3,45.03,2023-11-27,3.1
ORD_000230,1881,Regular,Bicicleta,Esportes,186.05,4,744.2,2023-07-02,3.5
ORD_000231,1361,Premium,Perfume,Beleza,61.8,1,61.8,2023-10-09,4.6
ORD_000232,148,Regular,Luminária,Casa,1554.82,1,1554.82,2023-08-02,3.9
ORD_000233,593,Básico,Sofá,Casa,716.63,1,716.63,2024-05-11,4.4
ORD_000234,823,Premium,Calça Jeans,Roupas,155.74,4,622.96,2023-09-02,4.9
ORD_000235,1328,Regular,Sofá,Casa,467.65,2,935.3,2023-08-22,3.1
ORD_000236,362,Regular,Fone de Ouvido,Eletrônicos,2609.34,2,5218.68,2023-09-20,3.8
ORD_000237,901,Básico,Bicicleta,Esportes,193.3,1,193.3,2023-11-03,4.7
ORD_000238,362,Regular,Perfume,Beleza,106.37,4,425.48,2023-07-15,3.6
ORD_000239,1361,Premium,Calça Jeans,Roupas,288.05,1,288.05,2024-11-15,3.6
ORD_000240,1782,Regular,Biografia,Livros,53.81,2,107.62,2023-10-31,4.6
ORD_000241,929,Premium,Cadeira,Casa,693.11,2,1386.22,2023-06-22,3.2
ORD_000242,528,Básico,Cadeira,Casa,229.4,5,1147.0,2023-04-02,3.0
ORD_000243,1733,Premium,Tapete,Casa,1214.72,5,6073.6,2024-07-14,3.6
ORD_000244,113,Premium,Jaqueta,Roupas,286.46,2,572.92,2024-03-15,5.0
ORD_000245,1955,Básico,Raquete,Esportes,390.55,3,1171.65,2023-08-16,3.7
ORD_000246,1409,Premium,Vestido,Roupas,240.95,4,963.8,2023-02-23,4.2
ORD_000247,695,Regular,Cadeira,Casa,307.44,3,922.3199999999999,2023-04-09,3.9
ORD_000248,378,Regular,Tapete,Casa,785.68,3,2357.04,2024-02-22,4.7
ORD_000249,646,Premium,Calça Jeans,Roupas,75.13,4,300.52,2023-05-28,3.9
ORD_000250,533,Regular,Tênis Esportivo,Esportes,289.82,4,1159.28,2023-01-21,4.7
ORD_000251,1839,Regular,Tapete,Casa,1099.98,1,1099.98,2024-02-07,4.0
ORD_000252,15,Básico,Vestido,Roupas,124.88,4,499.52,2024-05-06,3.7
ORD_000253,1728,Premium,Tênis Esportivo,Esportes,125.71,1,125.71,2023-08-12,3.1
ORD_000254,775,Básico,Tablet,Eletrônicos,1712.25,4,6849.0,2023-09-03,3.8
ORD_000255,1703,Premium,Smart TV,Eletrônicos,2558.15,1,2558.15,2024-09-26,4.5
ORD_000256,146,Regular,Bicicleta,Esportes,408.34,5,2041.6999999999998,2024-11-01,3.3
ORD_000257,972,Regular,Romance,Livros,60.06,3,180.18,2024-08-09,3.3
ORD_000258,1960,Regular,Tênis,Roupas,61.18,5,305.9,2024-07-30,4.6
ORD_000259,26,Básico,Camiseta,Roupas,193.11,3,579.33,2023-04-16,4.0
ORD_000260,1321,Básico,Tablet,Eletrônicos,456.36,5,2281.8,2023-04-30,3.0
ORD_000261,12,Premium,Tapete,Casa,141.56,3,424.68,2023-10-31,3.5
ORD_000262,224,Premium,Tablet,Eletrônicos,1807.37,2,3614.74,2023-02-16,4.9
ORD_000263,1449,Premium,Smartphone,Eletrônicos,2447.02,4,9788.08,2023-07-19,3.6
ORD_000264,1528,Premium,Ficção Científica,Livros,29.95,1,29.95,2024-05-23,4.4
ORD_000265,55,Premium,Tênis Esportivo,Esportes,425.28,5,2126.3999999999996,2024-09-18,3.2
ORD_000266,626,Regular,Protetor Solar,Beleza,23.3,4,93.2,2024-10-15,3.7
ORD_000267,53,Premium,Vestido,Roupas,70.37,2,140.74,2024-05-01,3.5
ORD_000268,1841,Premium,Camiseta,Roupas,42.3,2,84.6,2024-12-09,4.9
ORD_000269,1139,Regular,Técnico,Livros,63.21,5,316.05,2023-08-05,3.0
ORD_000270,185,Premium,Luminária,Casa,715.65,5,3578.25,2023-02-03,3.1
ORD_000271,1212,Regular,Tablet,Eletrônicos,2838.57,4,11354.28,2023-03-15,4.4
ORD_000272,561,Regular,Creme,Beleza,132.83,3,398.49,2023-12-28,4.7
ORD_000273,1118,Básico,Creme,Beleza,161.63,3,484.89,2023-06-12,4.6
ORD_000274,942,Regular,Mesa,Casa,810.85,5,4054.25,2023-03-23,4.9
ORD_000275,1648,Premium,Raquete,Esportes,439.08,3,1317.24,2024-05-06,4.2
ORD_000276,1271,Regular,Shampoo,Beleza,171.34,5,856.7,2023-11-06,4.2
ORD_000277,1652,Regular,Sofá,Casa,398.17,4,1592.68,2024-01-15,4.7
ORD_000278,1238,Premium,Técnico,Livros,40.84,4,163.36,2023-05-10,3.1
ORD_000279,1412,Premium,Ficção Científica,Livros,55.94,4,223.76,2024-07-25,3.1
ORD_000280,1243,Premium,Tablet,Eletrônicos,1517.98,1,1517.98,2023-04-25,3.2
ORD_000281,1225,Premium,Equipamento Gym,Esportes,359.53,2,719.06,2024-06-27,3.2
ORD_000282,21,Regular,Smartphone,Eletrônicos,641.61,2,1283.22,2024-04-23,3.1
ORD_000283,1823,Básico,Bola de Futebol,Esportes,201.28,1,201.28,2023-05-09,4.0
ORD_000284,46,Básico,Laptop,Eletrônicos,1930.5,4,7722.0,2023-08-02,3.3
ORD_000285,1678,Regular,Infantil,Livros,24.85,5,124.25,2023-05-13,3.4
ORD_000286,1176,Básico,Tênis Esportivo,Esportes,171.3,2,342.6,2023-08-09,4.2
ORD_000287,550,Básico,Tênis Esportivo,Esportes,488.37,1,488.37,2024-05-06,3.1
ORD_000288,91,Básico,Tênis Esportivo,Esportes,299.11,3,897.33,2023-06-26,4.9
ORD_000289,1460,Regular,Calça Jeans,Roupas,235.76,1,235.76,2024-09-22,4.3
ORD_000290,1218,Básico,Perfume,Beleza,131.9,5,659.5,2023-09-09,4.1
ORD_000291,1497,Premium,Jaqueta,Roupas,192.75,5,963.75,2024-05-04,3.8
ORD_000292,1242,Regular,Sofá,Casa,1972.82,4,7891.28,2024-01-23,3.5
ORD_000293,1403,Básico,Bola de Futebol,Esportes,57.54,5,287.7,2024-07-20,3.4
ORD_000294,591,Premium,Camiseta,Roupas,36.63,2,73.26,2023-09-10,4.2
ORD_000295,1526,Premium,Calça Jeans,Roupas,202.25,1,202.25,2023-12-05,3.7
ORD_000296,956,Regular,Bicicleta,Esportes,303.47,4,1213.88,2023-08-08,4.1
ORD_000297,668,Regular,Bicicleta,Esportes,171.57,4,686.28,2024-07-21,3.9
ORD_000298,19,Premium,Smartphone,Eletrônicos,556.62,2,1113.24,2024-09-13,4.4
